Day,Demand_MCM
0,0.17972912240363498
1,0.17972912240363498
2,0.17972912240363498
3,0.17972912240363498
4,0.17972912240363498
5,0.17972912240363498
6,0.17972912240363498
7,0.17972912240363498
8,0.17972912240363498
9,0.17972912240363498
10,0.17972912240363498
11,0.17972912240363498
12,0.17972912240363498
13,0.17972912240363498
14,0.17972912240363498
15,0.17972912240363498
16,0.17972912240363498
17,0.17972912240363498
18,0.17972912240363498
19,0.17972912240363498
20,0.17972912240363498
21,0.17972912240363498
22,0.17972912240363498
23,0.17972912240363498
24,0.17972912240363498
25,0.17972912240363498
26,0.17972912240363498
27,0.17972912240363498
28,0.17972912240363498
29,0.17972912240363498
30,0.17972912240363498
31,0.1723687553509048
32,0.1723687553509048
33,0.1723687553509048
34,0.1723687553509048
35,0.1723687553509048
36,0.1723687553509048
37,0.1723687553509048
38,0.1723687553509048
39,0.1723687553509048
40,0.1723687553509048
41,0.1723687553509048
42,0.1723687553509048
43,0.1723687553509048
44,0.1723687553509048
45,0.1723687553509048
46,0.1723687553509048
47,0.1723687553509048
48,0.1723687553509048
49,0.1723687553509048
50,0.1723687553509048
51,0.1723687553509048
52,0.1723687553509048
53,0.1723687553509048
54,0.1723687553509048
55,0.1723687553509048
56,0.1723687553509048
57,0.1723687553509048
58,0.1723687553509048
59,0.1723687553509048
60,0.1523235205459073
61,0.1523235205459073
62,0.1523235205459073
63,0.1523235205459073
64,0.1523235205459073
65,0.1523235205459073
66,0.1523235205459073
67,0.1523235205459073
68,0.1523235205459073
69,0.1523235205459073
70,0.1523235205459073
71,0.1523235205459073
72,0.1523235205459073
73,0.1523235205459073
74,0.1523235205459073
75,0.1523235205459073
76,0.1523235205459073
77,0.1523235205459073
78,0.1523235205459073
79,0.1523235205459073
80,0.1523235205459073
81,0.1523235205459073
82,0.1523235205459073
83,0.1523235205459073
84,0.1523235205459073
85,0.1523235205459073
86,0.1523235205459073
87,0.1523235205459073
88,0.1523235205459073
89,0.1523235205459073
90,0.1523235205459073
91,0.14451832458595923
92,0.14451832458595923
93,0.14451832458595923
94,0.14451832458595923
95,0.14451832458595923
96,0.14451832458595923
97,0.14451832458595923
98,0.14451832458595923
99,0.14451832458595923
100,0.14451832458595923
101,0.14451832458595923
102,0.14451832458595923
103,0.14451832458595923
104,0.14451832458595923
105,0.14451832458595923
106,0.14451832458595923
107,0.14451832458595923
108,0.14451832458595923
109,0.14451832458595923
110,0.14451832458595923
111,0.14451832458595923
112,0.14451832458595923
113,0.14451832458595923
114,0.14451832458595923
115,0.14451832458595923
116,0.14451832458595923
117,0.14451832458595923
118,0.14451832458595923
119,0.14451832458595923
120,0.14451832458595923
121,0.11041876259511327
122,0.11041876259511327
123,0.11041876259511327
124,0.11041876259511327
125,0.11041876259511327
126,0.11041876259511327
127,0.11041876259511327
128,0.11041876259511327
129,0.11041876259511327
130,0.11041876259511327
131,0.11041876259511327
132,0.11041876259511327
133,0.11041876259511327
134,0.11041876259511327
135,0.11041876259511327
136,0.11041876259511327
137,0.11041876259511327
138,0.11041876259511327
139,0.11041876259511327
140,0.11041876259511327
141,0.11041876259511327
142,0.11041876259511327
143,0.11041876259511327
144,0.11041876259511327
145,0.11041876259511327
146,0.11041876259511327
147,0.11041876259511327
148,0.11041876259511327
149,0.11041876259511327
150,0.11041876259511327
151,0.11041876259511327
152,0.10672048231087053
153,0.10672048231087053
154,0.10672048231087053
155,0.10672048231087053
156,0.10672048231087053
157,0.10672048231087053
158,0.10672048231087053
159,0.10672048231087053
160,0.10672048231087053
161,0.10672048231087053
162,0.10672048231087053
163,0.10672048231087053
164,0.10672048231087053
165,0.10672048231087053
166,0.10672048231087053
167,0.10672048231087053
168,0.10672048231087053
169,0.10672048231087053
170,0.10672048231087053
171,0.10672048231087053
172,0.10672048231087053
173,0.10672048231087053
174,0.10672048231087053
175,0.10672048231087053
176,0.10672048231087053
177,0.10672048231087053
178,0.10672048231087053
179,0.10672048231087053
180,0.10672048231087053
181,0.10672048231087053
182,0.11252804659398477
183,0.11252804659398477
184,0.11252804659398477
185,0.11252804659398477
186,0.11252804659398477
187,0.11252804659398477
188,0.11252804659398477
189,0.11252804659398477
190,0.11252804659398477
191,0.11252804659398477
192,0.11252804659398477
193,0.11252804659398477
194,0.11252804659398477
195,0.11252804659398477
196,0.11252804659398477
197,0.11252804659398477
198,0.11252804659398477
199,0.11252804659398477
200,0.11252804659398477
201,0.11252804659398477
202,0.11252804659398477
203,0.11252804659398477
204,0.11252804659398477
205,0.11252804659398477
206,0.11252804659398477
207,0.11252804659398477
208,0.11252804659398477
209,0.11252804659398477
210,0.11252804659398477
211,0.11252804659398477
212,0.11252804659398477
213,0.10723334193830324
214,0.10723334193830324
215,0.10723334193830324
216,0.10723334193830324
217,0.10723334193830324
218,0.10723334193830324
219,0.10723334193830324
220,0.10723334193830324
221,0.10723334193830324
222,0.10723334193830324
223,0.10723334193830324
224,0.10723334193830324
225,0.10723334193830324
226,0.10723334193830324
227,0.10723334193830324
228,0.10723334193830324
229,0.10723334193830324
230,0.10723334193830324
231,0.10723334193830324
232,0.10723334193830324
233,0.10723334193830324
234,0.10723334193830324
235,0.10723334193830324
236,0.10723334193830324
237,0.10723334193830324
238,0.10723334193830324
239,0.10723334193830324
240,0.10723334193830324
241,0.10723334193830324
242,0.10723334193830324
243,0.10723334193830324
244,0.12220074527574651
245,0.12220074527574651
246,0.12220074527574651
247,0.12220074527574651
248,0.12220074527574651
249,0.12220074527574651
250,0.12220074527574651
251,0.12220074527574651
252,0.12220074527574651
253,0.12220074527574651
254,0.12220074527574651
255,0.12220074527574651
256,0.12220074527574651
257,0.12220074527574651
258,0.12220074527574651
259,0.12220074527574651
260,0.12220074527574651
261,0.12220074527574651
262,0.12220074527574651
263,0.12220074527574651
264,0.12220074527574651
265,0.12220074527574651
266,0.12220074527574651
267,0.12220074527574651
268,0.12220074527574651
269,0.12220074527574651
270,0.12220074527574651
271,0.12220074527574651
272,0.12220074527574651
273,0.12220074527574651
274,0.12084384743555518
275,0.12084384743555518
276,0.12084384743555518
277,0.12084384743555518
278,0.12084384743555518
279,0.12084384743555518
280,0.12084384743555518
281,0.12084384743555518
282,0.12084384743555518
283,0.12084384743555518
284,0.12084384743555518
285,0.12084384743555518
286,0.12084384743555518
287,0.12084384743555518
288,0.12084384743555518
289,0.12084384743555518
290,0.12084384743555518
291,0.12084384743555518
292,0.12084384743555518
293,0.12084384743555518
294,0.12084384743555518
295,0.12084384743555518
296,0.12084384743555518
297,0.12084384743555518
298,0.12084384743555518
299,0.12084384743555518
300,0.12084384743555518
301,0.12084384743555518
302,0.12084384743555518
303,0.12084384743555518
304,0.12084384743555518
305,0.16129524225118783
306,0.16129524225118783
307,0.16129524225118783
308,0.16129524225118783
309,0.16129524225118783
310,0.16129524225118783
311,0.16129524225118783
312,0.16129524225118783
313,0.16129524225118783
314,0.16129524225118783
315,0.16129524225118783
316,0.16129524225118783
317,0.16129524225118783
318,0.16129524225118783
319,0.16129524225118783
320,0.16129524225118783
321,0.16129524225118783
322,0.16129524225118783
323,0.16129524225118783
324,0.16129524225118783
325,0.16129524225118783
326,0.16129524225118783
327,0.16129524225118783
328,0.16129524225118783
329,0.16129524225118783
330,0.16129524225118783
331,0.16129524225118783
332,0.16129524225118783
333,0.16129524225118783
334,0.16129524225118783
335,0.16888221585673877
336,0.16888221585673877
337,0.16888221585673877
338,0.16888221585673877
339,0.16888221585673877
340,0.16888221585673877
341,0.16888221585673877
342,0.16888221585673877
343,0.16888221585673877
344,0.16888221585673877
345,0.16888221585673877
346,0.16888221585673877
347,0.16888221585673877
348,0.16888221585673877
349,0.16888221585673877
350,0.16888221585673877
351,0.16888221585673877
352,0.16888221585673877
353,0.16888221585673877
354,0.16888221585673877
355,0.16888221585673877
356,0.16888221585673877
357,0.16888221585673877
358,0.16888221585673877
359,0.16888221585673877
360,0.16888221585673877
361,0.16888221585673877
362,0.16888221585673877
363,0.16888221585673877
364,0.16888221585673877
365,0.16888221585673877
